Sexo;Edad;Provincias;Periodo;Total
ambos sexos;69 anyos;castilla-la mancha;2020.0;5945.0
ambos sexos;69 anyos;comunidad valenciana;2020.0;25066.0
ambos sexos;69 anyos;castilla y leon;2020.0;6166.0
ambos sexos;69 anyos;castilla y leon;2020.0;2164.0
ambos sexos;69 anyos;aragon;2020.0;9856.0
ambos sexos;69 anyos;ceuta;2020.0;574.0
ambos sexos;69 anyos;melilla;2020.0;535.0
ambos sexos;70 anyos;total nacional;2020.0;466130.0
ambos sexos;70 anyos;castilla-la mancha;2020.0;3516.0
ambos sexos;70 anyos;comunidad valenciana;2020.0;20243.0
ambos sexos;70 anyos;andalucia;2020.0;5938.0
ambos sexos;70 anyos;pais vasco;2020.0;3726.0
ambos sexos;70 anyos;asturias;2020.0;13351.0
ambos sexos;70 anyos;castilla y leon;2020.0;1781.0
ambos sexos;70 anyos;extremadura;2020.0;6345.0
ambos sexos;70 anyos;islas baleares;2020.0;10255.0
ambos sexos;70 anyos;catalunya;2020.0;55232.0
ambos sexos;70 anyos;pais vasco;2020.0;13270.0
ambos sexos;70 anyos;castilla y leon;2020.0;4032.0
ambos sexos;70 anyos;extremadura;2020.0;3942.0
ambos sexos;70 anyos;andalucia;2020.0;11247.0
ambos sexos;70 anyos;cantabria;2020.0;6643.0
ambos sexos;70 anyos;comunidad valenciana;2020.0;5758.0
ambos sexos;70 anyos;castilla-la mancha;2020.0;4791.0
ambos sexos;70 anyos;andalucia;2020.0;7296.0
ambos sexos;70 anyos;galicia;2020.0;13622.0
ambos sexos;70 anyos;castilla-la mancha;2020.0;1966.0
ambos sexos;70 anyos;pais vasco;2020.0;8331.0
ambos sexos;70 anyos;catalunya;2020.0;7111.0
ambos sexos;70 anyos;andalucia;2020.0;8356.0
ambos sexos;70 anyos;castilla-la mancha;2020.0;2016.0
ambos sexos;70 anyos;andalucia;2020.0;4642.0
ambos sexos;70 anyos;aragon;2020.0;2325.0
ambos sexos;70 anyos;andalucia;2020.0;5780.0
ambos sexos;70 anyos;castilla y leon;2020.0;5392.0
ambos sexos;70 anyos;catalunya;2020.0;4046.0
ambos sexos;70 anyos;galicia;2020.0;4004.0
ambos sexos;70 anyos;comunidad de madrid;2020.0;62098.0
ambos sexos;70 anyos;andalucia;2020.0;16248.0
ambos sexos;70 anyos;murcia;2020.0;12136.0
ambos sexos;70 anyos;navarra;2020.0;6520.0
ambos sexos;70 anyos;galicia;2020.0;4216.0
ambos sexos;70 anyos;castilla y leon;2020.0;1922.0
ambos sexos;70 anyos;canarias;2020.0;9813.0
ambos sexos;70 anyos;galicia;2020.0;11168.0
ambos sexos;70 anyos;la rioja;2020.0;3257.0
ambos sexos;70 anyos;castilla y leon;2020.0;3850.0
ambos sexos;70 anyos;canarias;2020.0;9904.0
ambos sexos;70 anyos;castilla y leon;2020.0;1523.0
ambos sexos;70 anyos;andalucia;2020.0;17127.0
ambos sexos;70 anyos;castilla y leon;2020.0;957.0
ambos sexos;70 anyos;catalunya;2020.0;8162.0
ambos sexos;70 anyos;aragon;2020.0;1374.0
ambos sexos;70 anyos;castilla-la mancha;2020.0;6047.0
ambos sexos;70 anyos;comunidad valenciana;2020.0;25384.0
ambos sexos;70 anyos;castilla y leon;2020.0;6177.0
ambos sexos;70 anyos;castilla y leon;2020.0;2226.0
ambos sexos;70 anyos;aragon;2020.0;10049.0
ambos sexos;70 anyos;ceuta;2020.0;533.0
ambos sexos;70 anyos;melilla;2020.0;480.0
ambos sexos;71 anyos;total nacional;2020.0;482895.0
ambos sexos;71 anyos;castilla-la mancha;2020.0;3758.0
ambos sexos;71 anyos;comunidad valenciana;2020.0;21153.0
ambos sexos;71 anyos;andalucia;2020.0;6158.0
ambos sexos;71 anyos;pais vasco;2020.0;3705.0
ambos sexos;71 anyos;asturias;2020.0;13611.0
ambos sexos;71 anyos;castilla y leon;2020.0;1859.0
ambos sexos;71 anyos;extremadura;2020.0;6911.0
ambos sexos;71 anyos;islas baleares;2020.0;10803.0
ambos sexos;71 anyos;catalunya;2020.0;57718.0
ambos sexos;71 anyos;pais vasco;2020.0;13417.0
ambos sexos;71 anyos;castilla y leon;2020.0;4040.0
ambos sexos;71 anyos;extremadura;2020.0;4020.0
ambos sexos;71 anyos;andalucia;2020.0;11846.0
ambos sexos;71 anyos;cantabria;2020.0;6783.0
ambos sexos;71 anyos;comunidad valenciana;2020.0;6030.0
ambos sexos;71 anyos;castilla-la mancha;2020.0;5097.0
ambos sexos;71 anyos;andalucia;2020.0;7909.0
ambos sexos;71 anyos;galicia;2020.0;14054.0
ambos sexos;71 anyos;castilla-la mancha;2020.0;2001.0
ambos sexos;71 anyos;pais vasco;2020.0;8549.0
ambos sexos;71 anyos;catalunya;2020.0;7718.0
ambos sexos;71 anyos;andalucia;2020.0;8706.0
ambos sexos;71 anyos;castilla-la mancha;2020.0;2018.0
ambos sexos;71 anyos;andalucia;2020.0;4982.0
ambos sexos;71 anyos;aragon;2020.0;2378.0
ambos sexos;71 anyos;andalucia;2020.0;6268.0
ambos sexos;71 anyos;castilla y leon;2020.0;5586.0
ambos sexos;71 anyos;catalunya;2020.0;4170.0
ambos sexos;71 anyos;galicia;2020.0;4015.0
ambos sexos;71 anyos;comunidad de madrid;2020.0;65027.0
ambos sexos;71 anyos;andalucia;2020.0;17003.0
ambos sexos;71 anyos;murcia;2020.0;12659.0
ambos sexos;71 anyos;navarra;2020.0;6688.0
ambos sexos;71 anyos;galicia;2020.0;4220.0
ambos sexos;71 anyos;castilla y leon;2020.0;1911.0
ambos sexos;71 anyos;canarias;2020.0;9415.0
ambos sexos;71 anyos;galicia;2020.0;11288.0
ambos sexos;71 anyos;la rioja;2020.0;3291.0
ambos sexos;71 anyos;castilla y leon;2020.0;3970.0
ambos sexos;71 anyos;canarias;2020.0;9693.0
ambos sexos;71 anyos;castilla y leon;2020.0;1564.0
ambos sexos;71 anyos;andalucia;2020.0;17800.0
ambos sexos;71 anyos;castilla y leon;2020.0;886.0
ambos sexos;71 anyos;catalunya;2020.0;8383.0
ambos sexos;71 anyos;aragon;2020.0;1336.0
ambos sexos;71 anyos;castilla-la mancha;2020.0;6192.0
ambos sexos;71 anyos;comunidad valenciana;2020.0;26204.0
ambos sexos;71 anyos;castilla y leon;2020.0;6475.0
ambos sexos;71 anyos;castilla y leon;2020.0;2406.0
ambos sexos;71 anyos;aragon;2020.0;10280.0
ambos sexos;71 anyos;ceuta;2020.0;505.0
ambos sexos;71 anyos;melilla;2020.0;435.0
ambos sexos;72 anyos;total nacional;2020.0;437003.0
ambos sexos;72 anyos;castilla-la mancha;2020.0;3214.0
ambos sexos;72 anyos;comunidad valenciana;2020.0;19798.0
ambos sexos;72 anyos;andalucia;2020.0;5714.0
ambos sexos;72 anyos;pais vasco;2020.0;3362.0
ambos sexos;72 anyos;asturias;2020.0;12301.0
ambos sexos;72 anyos;castilla y leon;2020.0;1719.0
ambos sexos;72 anyos;extremadura;2020.0;6205.0
ambos sexos;72 anyos;islas baleares;2020.0;9668.0
ambos sexos;72 anyos;catalunya;2020.0;52149.0
ambos sexos;72 anyos;pais vasco;2020.0;12134.0
ambos sexos;72 anyos;castilla y leon;2020.0;3683.0
ambos sexos;72 anyos;extremadura;2020.0;3569.0
ambos sexos;72 anyos;andalucia;2020.0;10459.0
ambos sexos;72 anyos;cantabria;2020.0;6128.0
ambos sexos;72 anyos;comunidad valenciana;2020.0;5339.0
ambos sexos;72 anyos;castilla-la mancha;2020.0;4478.0
ambos sexos;72 anyos;andalucia;2020.0;6950.0
ambos sexos;72 anyos;galicia;2020.0;12522.0
ambos sexos;72 anyos;castilla-la mancha;2020.0;1754.0
ambos sexos;72 anyos;pais vasco;2020.0;7875.0
ambos sexos;72 anyos;catalunya;2020.0;6870.0
ambos sexos;72 anyos;andalucia;2020.0;7849.0
ambos sexos;72 anyos;castilla-la mancha;2020.0;1806.0
ambos sexos;72 anyos;andalucia;2020.0;4613.0
ambos sexos;72 anyos;aragon;2020.0;2087.0
ambos sexos;72 anyos;andalucia;2020.0;5319.0
ambos sexos;72 anyos;castilla y leon;2020.0;4906.0
ambos sexos;72 anyos;catalunya;2020.0;3856.0
ambos sexos;72 anyos;galicia;2020.0;3805.0
ambos sexos;72 anyos;comunidad de madrid;2020.0;58208.0
ambos sexos;72 anyos;andalucia;2020.0;15985.0
ambos sexos;72 anyos;murcia;2020.0;11514.0
ambos sexos;72 anyos;navarra;2020.0;6198.0
ambos sexos;72 anyos;galicia;2020.0;3937.0
ambos sexos;72 anyos;castilla y leon;2020.0;1738.0
ambos sexos;72 anyos;canarias;2020.0;8783.0
ambos sexos;72 anyos;galicia;2020.0;9514.0
ambos sexos;72 anyos;la rioja;2020.0;3020.0
ambos sexos;72 anyos;castilla y leon;2020.0;3512.0
ambos sexos;72 anyos;canarias;2020.0;9224.0
ambos sexos;72 anyos;castilla y leon;2020.0;1361.0
ambos sexos;72 anyos;andalucia;2020.0;16426.0
ambos sexos;72 anyos;castilla y leon;2020.0;841.0
ambos sexos;72 anyos;catalunya;2020.0;7748.0
ambos sexos;72 anyos;aragon;2020.0;1287.0
ambos sexos;72 anyos;castilla-la mancha;2020.0;5747.0
ambos sexos;72 anyos;comunidad valenciana;2020.0;23692.0
ambos sexos;72 anyos;castilla y leon;2020.0;5729.0
ambos sexos;72 anyos;castilla y leon;2020.0;2057.0
ambos sexos;72 anyos;aragon;2020.0;9478.0
ambos sexos;72 anyos;ceuta;2020.0;483.0
ambos sexos;72 anyos;melilla;2020.0;392.0
ambos sexos;73 anyos;total nacional;2020.0;412702.0
ambos sexos;73 anyos;castilla-la mancha;2020.0;2986.0
ambos sexos;73 anyos;comunidad valenciana;2020.0;18338.0
ambos sexos;73 anyos;andalucia;2020.0;5353.0
ambos sexos;73 anyos;pais vasco;2020.0;3300.0
ambos sexos;73 anyos;asturias;2020.0;12238.0
ambos sexos;73 anyos;castilla y leon;2020.0;1587.0
ambos sexos;73 anyos;extremadura;2020.0;5265.0
ambos sexos;73 anyos;islas baleares;2020.0;9230.0
ambos sexos;73 anyos;catalunya;2020.0;48465.0
ambos sexos;73 anyos;pais vasco;2020.0;11843.0
ambos sexos;73 anyos;castilla y leon;2020.0;3587.0
ambos sexos;73 anyos;extremadura;2020.0;3604.0
ambos sexos;73 anyos;andalucia;2020.0;9982.0
ambos sexos;73 anyos;cantabria;2020.0;5757.0
ambos sexos;73 anyos;comunidad valenciana;2020.0;5075.0
ambos sexos;73 anyos;castilla-la mancha;2020.0;3870.0
ambos sexos;73 anyos;andalucia;2020.0;5930.0
ambos sexos;73 anyos;galicia;2020.0;13055.0
ambos sexos;73 anyos;castilla-la mancha;2020.0;1623.0
ambos sexos;73 anyos;pais vasco;2020.0;7794.0
ambos sexos;73 anyos;catalunya;2020.0;6310.0
ambos sexos;73 anyos;andalucia;2020.0;7336.0
ambos sexos;73 anyos;castilla-la mancha;2020.0;1701.0
ambos sexos;73 anyos;andalucia;2020.0;3848.0
ambos sexos;73 anyos;aragon;2020.0;2100.0
ambos sexos;73 anyos;andalucia;2020.0;4505.0
ambos sexos;73 anyos;castilla y leon;2020.0;5022.0
ambos sexos;73 anyos;catalunya;2020.0;3637.0
ambos sexos;73 anyos;galicia;2020.0;3857.0
ambos sexos;73 anyos;comunidad de madrid;2020.0;53945.0
ambos sexos;73 anyos;andalucia;2020.0;14738.0
ambos sexos;73 anyos;murcia;2020.0;11027.0
ambos sexos;73 anyos;navarra;2020.0;5930.0
ambos sexos;73 anyos;galicia;2020.0;4097.0
ambos sexos;73 anyos;castilla y leon;2020.0;1591.0
ambos sexos;73 anyos;canarias;2020.0;8502.0
ambos sexos;73 anyos;galicia;2020.0;10255.0
ambos sexos;73 anyos;la rioja;2020.0;2911.0
ambos sexos;73 anyos;castilla y leon;2020.0;3504.0
ambos sexos;73 anyos;canarias;2020.0;9102.0
ambos sexos;73 anyos;castilla y leon;2020.0;1370.0
ambos sexos;73 anyos;andalucia;2020.0;14633.0
ambos sexos;73 anyos;castilla y leon;2020.0;909.0
ambos sexos;73 anyos;catalunya;2020.0;7228.0
ambos sexos;73 anyos;aragon;2020.0;1217.0
ambos sexos;73 anyos;castilla-la mancha;2020.0;5075.0
ambos sexos;73 anyos;comunidad valenciana;2020.0;22342.0
ambos sexos;73 anyos;castilla y leon;2020.0;5164.0
ambos sexos;73 anyos;castilla y leon;2020.0;1844.0
ambos sexos;73 anyos;aragon;2020.0;9277.0
ambos sexos;73 anyos;ceuta;2020.0;470.0
ambos sexos;73 anyos;melilla;2020.0;371.0
ambos sexos;74 anyos;total nacional;2020.0;425594.0
ambos sexos;74 anyos;castilla-la mancha;2020.0;3137.0
ambos sexos;74 anyos;comunidad valenciana;2020.0;17940.0
ambos sexos;74 anyos;andalucia;2020.0;5076.0
ambos sexos;74 anyos;pais vasco;2020.0;3351.0
ambos sexos;74 anyos;asturias;2020.0;12044.0
ambos sexos;74 anyos;castilla y leon;2020.0;1675.0
ambos sexos;74 anyos;extremadura;2020.0;5897.0
ambos sexos;74 anyos;islas baleares;2020.0;8905.0
ambos sexos;74 anyos;catalunya;2020.0;51321.0
ambos sexos;74 anyos;pais vasco;2020.0;11982.0
ambos sexos;74 anyos;castilla y leon;2020.0;3651.0
ambos sexos;74 anyos;extremadura;2020.0;3763.0
ambos sexos;74 anyos;andalucia;2020.0;10385.0
ambos sexos;74 anyos;cantabria;2020.0;5452.0
ambos sexos;74 anyos;comunidad valenciana;2020.0;5145.0
ambos sexos;74 anyos;castilla-la mancha;2020.0;4315.0
ambos sexos;74 anyos;andalucia;2020.0;6902.0
ambos sexos;74 anyos;galicia;2020.0;12915.0
ambos sexos;74 anyos;castilla-la mancha;2020.0;1687.0
ambos sexos;74 anyos;pais vasco;2020.0;7847.0
ambos sexos;74 anyos;catalunya;2020.0;6153.0
ambos sexos;74 anyos;andalucia;2020.0;7953.0
ambos sexos;74 anyos;castilla-la mancha;2020.0;1731.0
ambos sexos;74 anyos;andalucia;2020.0;4308.0
ambos sexos;74 anyos;aragon;2020.0;2070.0
ambos sexos;74 anyos;andalucia;2020.0;5252.0
ambos sexos;74 anyos;castilla y leon;2020.0;5100.0
ambos sexos;74 anyos;catalunya;2020.0;3633.0
ambos sexos;74 anyos;galicia;2020.0;3980.0
ambos sexos;74 anyos;comunidad de madrid;2020.0;55928.0
ambos sexos;74 anyos;andalucia;2020.0;14964.0
ambos sexos;74 anyos;murcia;2020.0;11490.0
ambos sexos;74 anyos;navarra;2020.0;6131.0
ambos sexos;74 anyos;galicia;2020.0;4398.0
ambos sexos;74 anyos;castilla y leon;2020.0;1642.0
ambos sexos;74 anyos;canarias;2020.0;8540.0
ambos sexos;74 anyos;galicia;2020.0;10344.0
ambos sexos;74 anyos;la rioja;2020.0;2967.0
ambos sexos;74 anyos;castilla y leon;2020.0;3726.0
ambos sexos;74 anyos;canarias;2020.0;9000.0
ambos sexos;74 anyos;castilla y leon;2020.0;1370.0
ambos sexos;74 anyos;andalucia;2020.0;16373.0
ambos sexos;74 anyos;castilla y leon;2020.0;874.0
ambos sexos;74 anyos;catalunya;2020.0;7164.0
ambos sexos;74 anyos;aragon;2020.0;1248.0
ambos sexos;74 anyos;castilla-la mancha;2020.0;5260.0
ambos sexos;74 anyos;comunidad valenciana;2020.0;22502.0
ambos sexos;74 anyos;castilla y leon;2020.0;5744.0
ambos sexos;74 anyos;castilla y leon;2020.0;2168.0
ambos sexos;74 anyos;aragon;2020.0;9312.0
ambos sexos;74 anyos;ceuta;2020.0;476.0
ambos sexos;74 anyos;melilla;2020.0;402.0
ambos sexos;75 anyos;total nacional;2020.0;398924.0
ambos sexos;75 anyos;castilla-la mancha;2020.0;3115.0
ambos sexos;75 anyos;comunidad valenciana;2020.0;17549.0
ambos sexos;75 anyos;andalucia;2020.0;4580.0
ambos sexos;75 anyos;pais vasco;2020.0;3196.0
ambos sexos;75 anyos;asturias;2020.0;10916.0
ambos sexos;75 anyos;castilla y leon;2020.0;1583.0
ambos sexos;75 anyos;extremadura;2020.0;5982.0
ambos sexos;75 anyos;islas baleares;2020.0;8536.0
ambos sexos;75 anyos;catalunya;2020.0;47352.0
ambos sexos;75 anyos;pais vasco;2020.0;11361.0
ambos sexos;75 anyos;castilla y leon;2020.0;3386.0
ambos sexos;75 anyos;extremadura;2020.0;3778.0
ambos sexos;75 anyos;andalucia;2020.0;9389.0
ambos sexos;75 anyos;cantabria;2020.0;5172.0
ambos sexos;75 anyos;comunidad valenciana;2020.0;4826.0
ambos sexos;75 anyos;castilla-la mancha;2020.0;4128.0
ambos sexos;75 anyos;andalucia;2020.0;6635.0
ambos sexos;75 anyos;galicia;2020.0;11997.0
ambos sexos;75 anyos;castilla-la mancha;2020.0;1798.0
ambos sexos;75 anyos;pais vasco;2020.0;7125.0
ambos sexos;75 anyos;catalunya;2020.0;5851.0
ambos sexos;75 anyos;andalucia;2020.0;7061.0
ambos sexos;75 anyos;castilla-la mancha;2020.0;1623.0
ambos sexos;75 anyos;andalucia;2020.0;4005.0
ambos sexos;75 anyos;aragon;2020.0;1995.0
ambos sexos;75 anyos;andalucia;2020.0;4924.0
ambos sexos;75 anyos;castilla y leon;2020.0;4758.0
ambos sexos;75 anyos;catalunya;2020.0;3484.0
ambos sexos;75 anyos;galicia;2020.0;3730.0
ambos sexos;75 anyos;comunidad de madrid;2020.0;53422.0
ambos sexos;75 anyos;andalucia;2020.0;13557.0
ambos sexos;75 anyos;murcia;2020.0;10014.0
ambos sexos;75 anyos;navarra;2020.0;5452.0
ambos sexos;75 anyos;galicia;2020.0;3999.0
ambos sexos;75 anyos;castilla y leon;2020.0;1646.0
ambos sexos;75 anyos;canarias;2020.0;7809.0
ambos sexos;75 anyos;galicia;2020.0;9520.0
ambos sexos;75 anyos;la rioja;2020.0;2757.0
ambos sexos;75 anyos;castilla y leon;2020.0;3585.0
ambos sexos;75 anyos;canarias;2020.0;8536.0
ambos sexos;75 anyos;castilla y leon;2020.0;1354.0
ambos sexos;75 anyos;andalucia;2020.0;15217.0
ambos sexos;75 anyos;castilla y leon;2020.0;848.0
ambos sexos;75 anyos;catalunya;2020.0;6559.0
ambos sexos;75 anyos;aragon;2020.0;1280.0
ambos sexos;75 anyos;castilla-la mancha;2020.0;5188.0
ambos sexos;75 anyos;comunidad valenciana;2020.0;21464.0
ambos sexos;75 anyos;castilla y leon;2020.0;5387.0
ambos sexos;75 anyos;castilla y leon;2020.0;2058.0
ambos sexos;75 anyos;aragon;2020.0;8618.0
ambos sexos;75 anyos;ceuta;2020.0;419.0
ambos sexos;75 anyos;melilla;2020.0;396.0
ambos sexos;76 anyos;total nacional;2020.0;385942.0
ambos sexos;76 anyos;castilla-la mancha;2020.0;3044.0
ambos sexos;76 anyos;comunidad valenciana;2020.0;16269.0
ambos sexos;76 anyos;andalucia;2020.0;4432.0
ambos sexos;76 anyos;pais vasco;2020.0;2984.0
ambos sexos;76 anyos;asturias;2020.0;10402.0
ambos sexos;76 anyos;castilla y leon;2020.0;1563.0
ambos sexos;76 anyos;extremadura;2020.0;5862.0
ambos sexos;76 anyos;islas baleares;2020.0;8174.0
ambos sexos;76 anyos;catalunya;2020.0;45271.0
ambos sexos;76 anyos;pais vasco;2020.0;10783.0
ambos sexos;76 anyos;castilla y leon;2020.0;3364.0
ambos sexos;76 anyos;extremadura;2020.0;3746.0
ambos sexos;76 anyos;andalucia;2020.0;9806.0
ambos sexos;76 anyos;cantabria;2020.0;4892.0
ambos sexos;76 anyos;comunidad valenciana;2020.0;4758.0
ambos sexos;76 anyos;castilla-la mancha;2020.0;4185.0
ambos sexos;76 anyos;andalucia;2020.0;6547.0
ambos sexos;76 anyos;galicia;2020.0;12033.0
ambos sexos;76 anyos;castilla-la mancha;2020.0;1764.0
ambos sexos;76 anyos;pais vasco;2020.0;6780.0
ambos sexos;76 anyos;catalunya;2020.0;5558.0
ambos sexos;76 anyos;andalucia;2020.0;7084.0
ambos sexos;76 anyos;castilla-la mancha;2020.0;1566.0
ambos sexos;76 anyos;andalucia;2020.0;4031.0
ambos sexos;76 anyos;aragon;2020.0;1959.0
ambos sexos;76 anyos;andalucia;2020.0;5034.0
ambos sexos;76 anyos;castilla y leon;2020.0;4715.0
ambos sexos;76 anyos;catalunya;2020.0;3324.0
ambos sexos;76 anyos;galicia;2020.0;3781.0
ambos sexos;76 anyos;comunidad de madrid;2020.0;50876.0
ambos sexos;76 anyos;andalucia;2020.0;13212.0
ambos sexos;76 anyos;murcia;2020.0;9225.0
ambos sexos;76 anyos;navarra;2020.0;5453.0
ambos sexos;76 anyos;galicia;2020.0;4043.0
ambos sexos;76 anyos;castilla y leon;2020.0;1642.0
ambos sexos;76 anyos;canarias;2020.0;7007.0
ambos sexos;76 anyos;galicia;2020.0;8771.0
ambos sexos;76 anyos;la rioja;2020.0;2770.0
ambos sexos;76 anyos;castilla y leon;2020.0;3629.0
ambos sexos;76 anyos;canarias;2020.0;8148.0
ambos sexos;76 anyos;castilla y leon;2020.0;1320.0
ambos sexos;76 anyos;andalucia;2020.0;15277.0
ambos sexos;76 anyos;castilla y leon;2020.0;897.0
ambos sexos;76 anyos;catalunya;2020.0;6429.0
ambos sexos;76 anyos;aragon;2020.0;1130.0
ambos sexos;76 anyos;castilla-la mancha;2020.0;5237.0
ambos sexos;76 anyos;comunidad valenciana;2020.0;20654.0
ambos sexos;76 anyos;castilla y leon;2020.0;5211.0
ambos sexos;76 anyos;castilla y leon;2020.0;2133.0
ambos sexos;76 anyos;aragon;2020.0;8404.0
ambos sexos;76 anyos;ceuta;2020.0;407.0
ambos sexos;76 anyos;melilla;2020.0;355.0
ambos sexos;77 anyos;total nacional;2020.0;327414.0
ambos sexos;77 anyos;castilla-la mancha;2020.0;2688.0
ambos sexos;77 anyos;comunidad valenciana;2020.0;13931.0
ambos sexos;77 anyos;andalucia;2020.0;3794.0
ambos sexos;77 anyos;pais vasco;2020.0;2467.0
ambos sexos;77 anyos;asturias;2020.0;8358.0
ambos sexos;77 anyos;castilla y leon;2020.0;1402.0
ambos sexos;77 anyos;extremadura;2020.0;4660.0
ambos sexos;77 anyos;islas baleares;2020.0;7117.0
ambos sexos;77 anyos;catalunya;2020.0;37716.0
ambos sexos;77 anyos;pais vasco;2020.0;9120.0
ambos sexos;77 anyos;castilla y leon;2020.0;3019.0
ambos sexos;77 anyos;extremadura;2020.0;3012.0
ambos sexos;77 anyos;andalucia;2020.0;7353.0
ambos sexos;77 anyos;cantabria;2020.0;4296.0
ambos sexos;77 anyos;comunidad valenciana;2020.0;4017.0
ambos sexos;77 anyos;castilla-la mancha;2020.0;3393.0
ambos sexos;77 anyos;andalucia;2020.0;5478.0
ambos sexos;77 anyos;galicia;2020.0;10223.0
ambos sexos;77 anyos;castilla-la mancha;2020.0;1549.0
ambos sexos;77 anyos;pais vasco;2020.0;5594.0
ambos sexos;77 anyos;catalunya;2020.0;4789.0
ambos sexos;77 anyos;andalucia;2020.0;5896.0
ambos sexos;77 anyos;castilla-la mancha;2020.0;1245.0
ambos sexos;77 anyos;andalucia;2020.0;3068.0
ambos sexos;77 anyos;aragon;2020.0;1633.0
ambos sexos;77 anyos;andalucia;2020.0;4268.0
ambos sexos;77 anyos;castilla y leon;2020.0;4212.0
ambos sexos;77 anyos;catalunya;2020.0;2971.0
ambos sexos;77 anyos;galicia;2020.0;3484.0
ambos sexos;77 anyos;comunidad de madrid;2020.0;42501.0
ambos sexos;77 anyos;andalucia;2020.0;11192.0
ambos sexos;77 anyos;murcia;2020.0;8144.0
ambos sexos;77 anyos;navarra;2020.0;4761.0
ambos sexos;77 anyos;galicia;2020.0;3540.0
ambos sexos;77 anyos;castilla y leon;2020.0;1447.0
ambos sexos;77 anyos;canarias;2020.0;6925.0
ambos sexos;77 anyos;galicia;2020.0;7411.0
ambos sexos;77 anyos;la rioja;2020.0;2380.0
ambos sexos;77 anyos;castilla y leon;2020.0;3080.0
ambos sexos;77 anyos;canarias;2020.0;7660.0
ambos sexos;77 anyos;castilla y leon;2020.0;1208.0
ambos sexos;77 anyos;andalucia;2020.0;12050.0
ambos sexos;77 anyos;castilla y leon;2020.0;768.0
ambos sexos;77 anyos;catalunya;2020.0;5408.0
ambos sexos;77 anyos;aragon;2020.0;1032.0
ambos sexos;77 anyos;castilla-la mancha;2020.0;4431.0
ambos sexos;77 anyos;comunidad valenciana;2020.0;18031.0
ambos sexos;77 anyos;castilla y leon;2020.0;4493.0
ambos sexos;77 anyos;castilla y leon;2020.0;1863.0
ambos sexos;77 anyos;aragon;2020.0;7580.0
ambos sexos;77 anyos;ceuta;2020.0;394.0
ambos sexos;77 anyos;melilla;2020.0;362.0
ambos sexos;78 anyos;total nacional;2020.0;295013.0
ambos sexos;78 anyos;castilla-la mancha;2020.0;2425.0
ambos sexos;78 anyos;comunidad valenciana;2020.0;12557.0
ambos sexos;78 anyos;andalucia;2020.0;3286.0
ambos sexos;78 anyos;pais vasco;2020.0;2278.0
ambos sexos;78 anyos;asturias;2020.0;7844.0
ambos sexos;78 anyos;castilla y leon;2020.0;1326.0
ambos sexos;78 anyos;extremadura;2020.0;3682.0
ambos sexos;78 anyos;islas baleares;2020.0;6064.0
ambos sexos;78 anyos;catalunya;2020.0;34773.0
ambos sexos;78 anyos;pais vasco;2020.0;8604.0
ambos sexos;78 anyos;castilla y leon;2020.0;2727.0
ambos sexos;78 anyos;extremadura;2020.0;2667.0
ambos sexos;78 anyos;andalucia;2020.0;6353.0
ambos sexos;78 anyos;cantabria;2020.0;3927.0
ambos sexos;78 anyos;comunidad valenciana;2020.0;3768.0
ambos sexos;78 anyos;castilla-la mancha;2020.0;2764.0
ambos sexos;78 anyos;andalucia;2020.0;4719.0
ambos sexos;78 anyos;galicia;2020.0;9522.0
ambos sexos;78 anyos;castilla-la mancha;2020.0;1514.0
ambos sexos;78 anyos;pais vasco;2020.0;5283.0
ambos sexos;78 anyos;catalunya;2020.0;4555.0
ambos sexos;78 anyos;andalucia;2020.0;5362.0
ambos sexos;78 anyos;castilla-la mancha;2020.0;1203.0
ambos sexos;78 anyos;andalucia;2020.0;2651.0
ambos sexos;78 anyos;aragon;2020.0;1500.0
ambos sexos;78 anyos;andalucia;2020.0;3751.0
ambos sexos;78 anyos;castilla y leon;2020.0;4060.0
ambos sexos;78 anyos;catalunya;2020.0;2725.0
ambos sexos;78 anyos;galicia;2020.0;3321.0
ambos sexos;78 anyos;comunidad de madrid;2020.0;38011.0
ambos sexos;78 anyos;andalucia;2020.0;9389.0
ambos sexos;78 anyos;murcia;2020.0;7750.0
ambos sexos;78 anyos;navarra;2020.0;4316.0
ambos sexos;78 anyos;galicia;2020.0;3402.0
ambos sexos;78 anyos;castilla y leon;2020.0;1264.0
ambos sexos;78 anyos;canarias;2020.0;5708.0
ambos sexos;78 anyos;galicia;2020.0;7116.0
ambos sexos;78 anyos;la rioja;2020.0;2282.0
ambos sexos;78 anyos;castilla y leon;2020.0;2983.0
ambos sexos;78 anyos;canarias;2020.0;6616.0
ambos sexos;78 anyos;castilla y leon;2020.0;1080.0
ambos sexos;78 anyos;andalucia;2020.0;10281.0
ambos sexos;78 anyos;castilla y leon;2020.0;751.0
ambos sexos;78 anyos;catalunya;2020.0;5025.0
ambos sexos;78 anyos;aragon;2020.0;972.0
ambos sexos;78 anyos;castilla-la mancha;2020.0;3430.0
ambos sexos;78 anyos;comunidad valenciana;2020.0;16092.0
ambos sexos;78 anyos;castilla y leon;2020.0;4089.0
ambos sexos;78 anyos;castilla y leon;2020.0;1805.0
ambos sexos;78 anyos;aragon;2020.0;6858.0
ambos sexos;78 anyos;ceuta;2020.0;321.0
ambos sexos;78 anyos;melilla;2020.0;259.0
ambos sexos;79 anyos;total nacional;2020.0;352887.0
