CCAA;Viajeros_y_tasas;Periodo;Total
16 País Vasco;Variación anual;2019M05;1,2
16 País Vasco;Variación anual;2019M04;-3,8
16 País Vasco;Variación anual;2019M03;1,5
16 País Vasco;Variación anual;2019M02;2,3
16 País Vasco;Variación anual;2019M01;-1,4
16 País Vasco;Variación anual;2018M12;-1,3
16 País Vasco;Variación anual;2018M11;1,0
16 País Vasco;Variación anual;2018M10;3,3
16 País Vasco;Variación anual;2018M09;1,4
16 País Vasco;Variación anual;2018M08;2,3
16 País Vasco;Variación anual;2018M07;4,9
16 País Vasco;Variación anual;2018M06;0,0
16 País Vasco;Variación anual;2018M05;-0,7
16 País Vasco;Variación anual;2018M04;10,3
16 País Vasco;Variación anual;2018M03;-8,1
16 País Vasco;Variación anual;2018M02;-3,5
16 País Vasco;Variación anual;2018M01;2,6
16 País Vasco;Variación anual;2017M12;-2,5
16 País Vasco;Variación anual;2017M11;1,7
16 País Vasco;Variación anual;2017M10;5,6
16 País Vasco;Variación anual;2017M09;-1,1
16 País Vasco;Variación anual;2017M08;1,0
16 País Vasco;Variación anual;2017M07;0,1
16 País Vasco;Variación anual;2017M06;2,5
16 País Vasco;Variación anual;2017M05;3,1
16 País Vasco;Variación anual;2017M04;-11,5
16 País Vasco;Variación anual;2017M03;15,5
16 País Vasco;Variación anual;2017M02;0,9
16 País Vasco;Variación anual;2017M01;2,7
16 País Vasco;Variación anual;2016M12;2,5
16 País Vasco;Variación anual;2016M11;3,0
16 País Vasco;Variación anual;2016M10;-2,0
16 País Vasco;Variación anual;2016M09;4,5
16 País Vasco;Variación anual;2016M08;9,9
16 País Vasco;Variación anual;2016M07;0,6
16 País Vasco;Variación anual;2016M06;3,0
16 País Vasco;Variación anual;2016M05;6,5
16 País Vasco;Variación anual;2016M04;14,2
16 País Vasco;Variación anual;2016M03;-2,4
16 País Vasco;Variación anual;2016M02;7,9
16 País Vasco;Variación anual;2016M01;4,0
16 País Vasco;Variación anual;2015M12;1,2
16 País Vasco;Variación anual;2015M11;3,6
16 País Vasco;Variación anual;2015M10;-0,9
16 País Vasco;Variación anual;2015M09;1,5
16 País Vasco;Variación anual;2015M08;3,8
16 País Vasco;Variación anual;2015M07;4,7
16 País Vasco;Variación anual;2015M06;5,8
16 País Vasco;Variación anual;2015M05;0,8
16 País Vasco;Variación anual;2015M04;2,6
16 País Vasco;Variación anual;2015M03;0,0
16 País Vasco;Variación anual;2015M02;-1,7
16 País Vasco;Variación anual;2015M01;-3,9
16 País Vasco;Variación anual;2014M12;2,6
16 País Vasco;Variación anual;2014M11;0,2
16 País Vasco;Variación anual;2014M10;4,4
16 País Vasco;Variación anual;2014M09;5,4
16 País Vasco;Variación anual;2014M08;0,8
16 País Vasco;Variación anual;2014M07;2,6
16 País Vasco;Variación anual;2014M06;6,3
16 País Vasco;Variación anual;2014M05;2,4
16 País Vasco;Variación anual;2014M04;-5,1
16 País Vasco;Variación anual;2014M03;9,3
16 País Vasco;Variación anual;2014M02;5,0
16 País Vasco;Variación anual;2014M01;0,9
16 País Vasco;Variación anual;2013M12;5,7
16 País Vasco;Variación anual;2013M11;5,9
16 País Vasco;Variación anual;2013M10;4,9
16 País Vasco;Variación anual;2013M09;-0,4
16 País Vasco;Variación anual;2013M08;-1,4
16 País Vasco;Variación anual;2013M07;1,5
16 País Vasco;Variación anual;2013M06;-11,8
16 País Vasco;Variación anual;2013M05;-5,2
16 País Vasco;Variación anual;2013M04;4,6
16 País Vasco;Variación anual;2013M03;-10,9
16 País Vasco;Variación anual;2013M02;-10,3
16 País Vasco;Variación anual;2013M01;-2,0
16 País Vasco;Variación anual;2012M12;-4,3
16 País Vasco;Variación anual;2012M11;-4,3
16 País Vasco;Variación anual;2012M10;-0,4
16 País Vasco;Variación anual;2012M09;-3,6
16 País Vasco;Variación anual;2012M08;-2,9
16 País Vasco;Variación anual;2012M07;-1,9
16 País Vasco;Variación anual;2012M06;1,8
16 País Vasco;Variación anual;2012M05;3,4
16 País Vasco;Variación anual;2012M04;2,1
16 País Vasco;Variación anual;2012M03;0,2
16 País Vasco;Variación anual;2012M02;9,0
16 País Vasco;Variación anual;2012M01;11,2
16 País Vasco;Variación de la media en lo que va de año;2020M10;-41,6
16 País Vasco;Variación de la media en lo que va de año;2020M09;-42,4
16 País Vasco;Variación de la media en lo que va de año;2020M08;-43,4
16 País Vasco;Variación de la media en lo que va de año;2020M07;-43,4
16 País Vasco;Variación de la media en lo que va de año;2020M06;-44,1
16 País Vasco;Variación de la media en lo que va de año;2020M05;-42,6
16 País Vasco;Variación de la media en lo que va de año;2020M04;-32,7
16 País Vasco;Variación de la media en lo que va de año;2020M03;-14,9
16 País Vasco;Variación de la media en lo que va de año;2020M02;5,1
16 País Vasco;Variación de la media en lo que va de año;2020M01;3,3
16 País Vasco;Variación de la media en lo que va de año;2019M12;1,5
16 País Vasco;Variación de la media en lo que va de año;2019M11;0,8
16 País Vasco;Variación de la media en lo que va de año;2019M10;0,8
16 País Vasco;Variación de la media en lo que va de año;2019M09;0,4
16 País Vasco;Variación de la media en lo que va de año;2019M08;0,3
16 País Vasco;Variación de la media en lo que va de año;2019M07;0,3
16 País Vasco;Variación de la media en lo que va de año;2019M06;-0,1
16 País Vasco;Variación de la media en lo que va de año;2019M05;0,0
16 País Vasco;Variación de la media en lo que va de año;2019M04;-0,4
16 País Vasco;Variación de la media en lo que va de año;2019M03;0,7
16 País Vasco;Variación de la media en lo que va de año;2019M02;0,4
16 País Vasco;Variación de la media en lo que va de año;2019M01;-1,4
16 País Vasco;Variación de la media en lo que va de año;2018M12;0,8
16 País Vasco;Variación de la media en lo que va de año;2018M11;1,0
16 País Vasco;Variación de la media en lo que va de año;2018M10;1,0
16 País Vasco;Variación de la media en lo que va de año;2018M09;0,7
16 País Vasco;Variación de la media en lo que va de año;2018M08;0,6
16 País Vasco;Variación de la media en lo que va de año;2018M07;0,4
16 País Vasco;Variación de la media en lo que va de año;2018M06;-0,2
16 País Vasco;Variación de la media en lo que va de año;2018M05;-0,3
16 País Vasco;Variación de la media en lo que va de año;2018M04;-0,2
16 País Vasco;Variación de la media en lo que va de año;2018M03;-3,2
16 País Vasco;Variación de la media en lo que va de año;2018M02;-0,4
16 País Vasco;Variación de la media en lo que va de año;2018M01;2,6
16 País Vasco;Variación de la media en lo que va de año;2017M12;1,5
16 País Vasco;Variación de la media en lo que va de año;2017M11;1,8
16 País Vasco;Variación de la media en lo que va de año;2017M10;1,9
16 País Vasco;Variación de la media en lo que va de año;2017M09;1,4
16 País Vasco;Variación de la media en lo que va de año;2017M08;1,8
16 País Vasco;Variación de la media en lo que va de año;2017M07;1,8
16 País Vasco;Variación de la media en lo que va de año;2017M06;2,1
16 País Vasco;Variación de la media en lo que va de año;2017M05;2,0
16 País Vasco;Variación de la media en lo que va de año;2017M04;1,8
16 País Vasco;Variación de la media en lo que va de año;2017M03;6,3
16 País Vasco;Variación de la media en lo que va de año;2017M02;1,8
16 País Vasco;Variación de la media en lo que va de año;2017M01;2,7
16 País Vasco;Variación de la media en lo que va de año;2016M12;4,1
16 País Vasco;Variación de la media en lo que va de año;2016M11;4,2
16 País Vasco;Variación de la media en lo que va de año;2016M10;4,4
16 País Vasco;Variación de la media en lo que va de año;2016M09;5,2
16 País Vasco;Variación de la media en lo que va de año;2016M08;5,2
16 País Vasco;Variación de la media en lo que va de año;2016M07;4,7
16 País Vasco;Variación de la media en lo que va de año;2016M06;5,4
16 País Vasco;Variación de la media en lo que va de año;2016M05;5,8
16 País Vasco;Variación de la media en lo que va de año;2016M04;5,7
16 País Vasco;Variación de la media en lo que va de año;2016M03;3,0
16 País Vasco;Variación de la media en lo que va de año;2016M02;5,9
16 País Vasco;Variación de la media en lo que va de año;2016M01;4,0
16 País Vasco;Variación de la media en lo que va de año;2015M12;1,3
16 País Vasco;Variación de la media en lo que va de año;2015M11;1,3
16 País Vasco;Variación de la media en lo que va de año;2015M10;1,1
16 País Vasco;Variación de la media en lo que va de año;2015M09;1,4
16 País Vasco;Variación de la media en lo que va de año;2015M08;1,3
16 País Vasco;Variación de la media en lo que va de año;2015M07;1,1
16 País Vasco;Variación de la media en lo que va de año;2015M06;0,5
16 País Vasco;Variación de la media en lo que va de año;2015M05;-0,5
16 País Vasco;Variación de la media en lo que va de año;2015M04;-0,9
16 País Vasco;Variación de la media en lo que va de año;2015M03;-1,9
16 País Vasco;Variación de la media en lo que va de año;2015M02;-2,8
16 País Vasco;Variación de la media en lo que va de año;2015M01;-3,9
16 País Vasco;Variación de la media en lo que va de año;2014M12;2,9
16 País Vasco;Variación de la media en lo que va de año;2014M11;2,9
16 País Vasco;Variación de la media en lo que va de año;2014M10;3,2
16 País Vasco;Variación de la media en lo que va de año;2014M09;3,1
16 País Vasco;Variación de la media en lo que va de año;2014M08;2,8
16 País Vasco;Variación de la media en lo que va de año;2014M07;3,0
16 País Vasco;Variación de la media en lo que va de año;2014M06;3,1
16 País Vasco;Variación de la media en lo que va de año;2014M05;2,5
16 País Vasco;Variación de la media en lo que va de año;2014M04;2,5
16 País Vasco;Variación de la media en lo que va de año;2014M03;5,0
16 País Vasco;Variación de la media en lo que va de año;2014M02;2,9
16 País Vasco;Variación de la media en lo que va de año;2014M01;0,9
16 País Vasco;Variación de la media en lo que va de año;2013M12;-1,9
16 País Vasco;Variación de la media en lo que va de año;2013M11;-2,6
16 País Vasco;Variación de la media en lo que va de año;2013M10;-3,4
16 País Vasco;Variación de la media en lo que va de año;2013M09;-4,3
16 País Vasco;Variación de la media en lo que va de año;2013M08;-4,8
16 País Vasco;Variación de la media en lo que va de año;2013M07;-5,2
16 País Vasco;Variación de la media en lo que va de año;2013M06;-6,2
16 País Vasco;Variación de la media en lo que va de año;2013M05;-5,0
16 País Vasco;Variación de la media en lo que va de año;2013M04;-5,0
16 País Vasco;Variación de la media en lo que va de año;2013M03;-7,7
16 País Vasco;Variación de la media en lo que va de año;2013M02;-6,1
16 País Vasco;Variación de la media en lo que va de año;2013M01;-2,0
16 País Vasco;Variación de la media en lo que va de año;2012M12;0,9
16 País Vasco;Variación de la media en lo que va de año;2012M11;1,3
16 País Vasco;Variación de la media en lo que va de año;2012M10;1,9
16 País Vasco;Variación de la media en lo que va de año;2012M09;2,2
16 País Vasco;Variación de la media en lo que va de año;2012M08;3,0
16 País Vasco;Variación de la media en lo que va de año;2012M07;3,7
16 País Vasco;Variación de la media en lo que va de año;2012M06;4,5
16 País Vasco;Variación de la media en lo que va de año;2012M05;5,1
16 País Vasco;Variación de la media en lo que va de año;2012M04;5,5
16 País Vasco;Variación de la media en lo que va de año;2012M03;6,5
16 País Vasco;Variación de la media en lo que va de año;2012M02;10,1
16 País Vasco;Variación de la media en lo que va de año;2012M01;11,2
17 Rioja, La;Viajeros transportados;2020M10;.
17 Rioja, La;Viajeros transportados;2020M09;.
17 Rioja, La;Viajeros transportados;2020M08;.
17 Rioja, La;Viajeros transportados;2020M07;.
17 Rioja, La;Viajeros transportados;2020M06;.
17 Rioja, La;Viajeros transportados;2020M05;.
17 Rioja, La;Viajeros transportados;2020M04;.
17 Rioja, La;Viajeros transportados;2020M03;.
17 Rioja, La;Viajeros transportados;2020M02;.
17 Rioja, La;Viajeros transportados;2020M01;.
17 Rioja, La;Viajeros transportados;2019M12;.
17 Rioja, La;Viajeros transportados;2019M11;.
17 Rioja, La;Viajeros transportados;2019M10;.
17 Rioja, La;Viajeros transportados;2019M09;.
17 Rioja, La;Viajeros transportados;2019M08;.
17 Rioja, La;Viajeros transportados;2019M07;.
17 Rioja, La;Viajeros transportados;2019M06;.
17 Rioja, La;Viajeros transportados;2019M05;.
17 Rioja, La;Viajeros transportados;2019M04;.
17 Rioja, La;Viajeros transportados;2019M03;.
17 Rioja, La;Viajeros transportados;2019M02;.
17 Rioja, La;Viajeros transportados;2019M01;.
17 Rioja, La;Viajeros transportados;2018M12;.
17 Rioja, La;Viajeros transportados;2018M11;.
17 Rioja, La;Viajeros transportados;2018M10;.
17 Rioja, La;Viajeros transportados;2018M09;.
17 Rioja, La;Viajeros transportados;2018M08;.
17 Rioja, La;Viajeros transportados;2018M07;.
17 Rioja, La;Viajeros transportados;2018M06;.
17 Rioja, La;Viajeros transportados;2018M05;.
17 Rioja, La;Viajeros transportados;2018M04;.
17 Rioja, La;Viajeros transportados;2018M03;.
17 Rioja, La;Viajeros transportados;2018M02;.
17 Rioja, La;Viajeros transportados;2018M01;.
17 Rioja, La;Viajeros transportados;2017M12;.
17 Rioja, La;Viajeros transportados;2017M11;.
17 Rioja, La;Viajeros transportados;2017M10;.
17 Rioja, La;Viajeros transportados;2017M09;.
17 Rioja, La;Viajeros transportados;2017M08;.
17 Rioja, La;Viajeros transportados;2017M07;.
17 Rioja, La;Viajeros transportados;2017M06;.
17 Rioja, La;Viajeros transportados;2017M05;.
17 Rioja, La;Viajeros transportados;2017M04;.
17 Rioja, La;Viajeros transportados;2017M03;.
17 Rioja, La;Viajeros transportados;2017M02;.
17 Rioja, La;Viajeros transportados;2017M01;.
17 Rioja, La;Viajeros transportados;2016M12;.
17 Rioja, La;Viajeros transportados;2016M11;.
17 Rioja, La;Viajeros transportados;2016M10;.
17 Rioja, La;Viajeros transportados;2016M09;.
17 Rioja, La;Viajeros transportados;2016M08;.
17 Rioja, La;Viajeros transportados;2016M07;.
17 Rioja, La;Viajeros transportados;2016M06;.
17 Rioja, La;Viajeros transportados;2016M05;.
17 Rioja, La;Viajeros transportados;2016M04;.
17 Rioja, La;Viajeros transportados;2016M03;.
17 Rioja, La;Viajeros transportados;2016M02;.
17 Rioja, La;Viajeros transportados;2016M01;.
17 Rioja, La;Viajeros transportados;2015M12;.
17 Rioja, La;Viajeros transportados;2015M11;.
17 Rioja, La;Viajeros transportados;2015M10;.
17 Rioja, La;Viajeros transportados;2015M09;.
17 Rioja, La;Viajeros transportados;2015M08;.
17 Rioja, La;Viajeros transportados;2015M07;.
17 Rioja, La;Viajeros transportados;2015M06;.
17 Rioja, La;Viajeros transportados;2015M05;.
17 Rioja, La;Viajeros transportados;2015M04;.
17 Rioja, La;Viajeros transportados;2015M03;.
17 Rioja, La;Viajeros transportados;2015M02;.
17 Rioja, La;Viajeros transportados;2015M01;.
17 Rioja, La;Viajeros transportados;2014M12;.
17 Rioja, La;Viajeros transportados;2014M11;.
17 Rioja, La;Viajeros transportados;2014M10;.
17 Rioja, La;Viajeros transportados;2014M09;.
17 Rioja, La;Viajeros transportados;2014M08;.
17 Rioja, La;Viajeros transportados;2014M07;.
17 Rioja, La;Viajeros transportados;2014M06;.
17 Rioja, La;Viajeros transportados;2014M05;.
17 Rioja, La;Viajeros transportados;2014M04;.
17 Rioja, La;Viajeros transportados;2014M03;.
17 Rioja, La;Viajeros transportados;2014M02;.
17 Rioja, La;Viajeros transportados;2014M01;.
17 Rioja, La;Viajeros transportados;2013M12;.
17 Rioja, La;Viajeros transportados;2013M11;.
17 Rioja, La;Viajeros transportados;2013M10;.
17 Rioja, La;Viajeros transportados;2013M09;.
17 Rioja, La;Viajeros transportados;2013M08;.
17 Rioja, La;Viajeros transportados;2013M07;.
17 Rioja, La;Viajeros transportados;2013M06;.
17 Rioja, La;Viajeros transportados;2013M05;.
17 Rioja, La;Viajeros transportados;2013M04;.
17 Rioja, La;Viajeros transportados;2013M03;.
17 Rioja, La;Viajeros transportados;2013M02;.
17 Rioja, La;Viajeros transportados;2013M01;.
